match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,Svr,1st,2nd,Notes,PtWinner
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,249,2,1,0,2,30-30,38,True,2,5d,5b37b3f1f1b1f3r2b2s2b3f3b3f1w@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,250,2,1,0,2,40-30,38,True,2,4d,c5b27b1s2f1b3d@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,251,2,1,0,3,0-0,39,True,1,6b27f1f3f+3b3w#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,252,2,1,0,3,15-0,39,True,1,6r29f2f3f2b3f3b1*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,253,2,1,0,3,15-15,39,True,1,4n,6b38*,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,254,2,1,0,3,15-30,39,True,1,6f27y3*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,255,2,1,0,3,30-30,39,True,1,4f19b3n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,256,2,1,0,3,30-40,39,True,1,c6d,6*,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,257,2,1,0,3,40-40,39,True,1,6n,6b18b2f1b1f1s2f1b3w@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,258,2,1,0,3,40-AD,39,True,1,4b39f1f2f+1f2n#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,259,2,1,0,3,40-40,39,True,1,4r18r+3b3n#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,260,2,1,0,3,AD-40,39,True,1,4b39f1d#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,261,2,1,0,3,40-40,39,True,1,4f28f1w@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,262,2,1,0,3,40-AD,39,True,1,6r39f3b;3f1n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,263,2,1,0,4,0-0,40,True,2,4b3n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,264,2,1,0,4,15-0,40,True,2,5b39b1b1f2f1n@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,265,2,1,0,4,30-0,40,True,2,4s3n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,266,2,1,0,4,40-0,40,True,2,6d,4d,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,267,2,1,0,4,40-15,40,True,2,6*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,268,2,1,0,5,0-0,41,True,1,6b2d#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,269,2,1,0,5,15-0,41,True,1,5f19b1f2b2n@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,270,2,1,0,5,15-15,41,True,1,4d,6b28f3b3w@,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,271,2,1,0,5,30-15,41,True,1,6f19s2y1i#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,272,2,1,0,5,30-30,41,True,1,4n,6b19b1f1b3b3f#,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,273,2,1,0,5,30-40,41,True,1,4b39f1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,274,2,1,0,5,40-40,41,True,1,6b29f1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,275,2,1,0,5,AD-40,41,True,1,4b3x#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,276,2,1,1,5,0-0,42,True,2,6d,6f37b3u3n@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,277,2,1,1,5,15-0,42,True,2,4d,4#,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,278,2,1,1,5,30-0,42,True,2,6d,5f37b3*,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,279,2,1,1,5,40-0,42,True,2,6n,6*,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,280,2,2,0,0,0-0,43,True,1,6b27f3b2b2f3w@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,281,2,2,0,0,15-0,43,True,1,4b29b2b1b1f1b1f1s1f3r3b3f1n@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,282,2,2,0,0,15-15,43,True,1,6m27o1f2v3*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,283,2,2,0,0,30-15,43,True,1,6d,4b19b2f1s1f1b;2s1f1x@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,284,2,2,0,0,30-30,43,True,1,c4n,6b38f2b2s1f1s1d@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,285,2,2,0,0,30-40,43,True,1,6f3x#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,286,2,2,0,0,40-40,43,True,1,4n,6b18b1f1b1w@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,287,2,2,0,0,40-AD,43,True,1,6f28f1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,288,2,2,0,0,40-40,43,True,1,4f19b3b2f2f1b1f1b3b3f3d@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,289,2,2,0,0,40-AD,43,True,1,4f29f3b1b3b3f3b1s1f1s1f1b2b2b2f1s1f1b3b1b2f2f3s1s1r1d@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,290,2,2,0,0,40-40,43,True,1,5b2n#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,291,2,2,0,0,AD-40,43,True,1,4b29f2f2f2b3f2b2s1f3f3b3f1f1s1w@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,292,2,2,0,0,40-40,43,True,1,6b29f1f3r3b3f3b3f2f1b1f1b1f3f3b2s2b2f3b1s2f3f2b1s1f3r3b;1b1f1b3b3f3b1n@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,293,2,2,0,0,AD-40,43,True,1,6n,6r27s3b3f3b1s1f1s1f2b2f1b3b2f3s2s1f3w#,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,294,2,2,1,0,0-0,44,True,2,4w,4b27b2f3b1s1d#,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,295,2,2,1,0,15-0,44,True,2,4*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,296,2,2,1,0,30-0,44,True,2,4b39b3f1n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,297,2,2,1,0,40-0,44,True,2,4w,4f19f#,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,298,2,2,1,0,40-15,44,True,2,4b28f3d@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,299,2,2,1,0,40-30,44,True,2,4w,6f18f1b3b3r3b1bf1s1d@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,300,2,2,1,1,0-0,45,True,1,6b29f1f1b1f1b3b3f3b1s1f1s1f1b3b3r3b2b2f2n@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,301,2,2,1,1,15-0,45,True,1,4b37f1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,302,2,2,1,1,30-0,45,True,1,4f17w#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,303,2,2,1,1,40-0,45,True,1,4b38f1f2n#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,304,2,2,2,1,0-0,46,True,2,6r29b1x@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,305,2,2,2,1,0-15,46,True,2,4n,6n,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,306,2,2,2,1,0-30,46,True,2,6d,4s2n#,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,307,2,2,2,1,15-30,46,True,2,4w,6f39b2f3b3f3b3*,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,308,2,2,2,1,30-30,46,True,2,4b17f1s2b1s2f3f3b3w@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,309,2,2,2,1,30-40,46,True,2,4d,6b29b1s1f1s2b3f2b1s2b2f2b1s1f1b2f3r3b3f2f1d@,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,310,2,2,3,1,0-0,47,True,1,6b18s2f3r3b1b2f3r3b3r2s1s1r2n@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,311,2,2,3,1,15-0,47,True,1,5d,4b27s2b1s2f1s1f3r3b3r2n#,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,312,2,2,3,1,15-15,47,True,1,6b19b1f2f1x@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,313,2,2,3,1,15-30,47,True,1,6f2d#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,314,2,2,3,1,30-30,47,True,1,4n,6b28f3b3f2f1s2s1f;3f+1m1f1b1f3f3b3f3b1s1n@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,315,2,2,3,1,30-40,47,True,1,6d,4b19s2f1b1f3r1f+1b3n#,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,316,2,2,3,2,0-0,48,True,2,4w,4b18f1d@,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,317,2,2,3,2,0-15,48,True,2,4#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,318,2,2,3,2,15-15,48,True,2,6f1n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,319,2,2,3,2,30-15,48,True,2,6b37b3f3b1s3b3f3b1s1w@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,320,2,2,3,2,40-15,48,True,2,4b27f3*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,321,2,2,3,3,0-0,49,True,1,4d,5b29f2b3f2f1b3b1b1f1b1d@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,322,2,2,3,3,0-15,49,True,1,6f29b3b2b2b2b2b1b1f1b3b3r3b1w@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,323,2,2,3,3,15-15,49,True,1,6b18f2b2f2f1n@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,324,2,2,3,3,30-15,49,True,1,5f29b2s1s3b3f2b1s1f2b2b2s1f1s2b2b2b3r2f1*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,325,2,2,3,3,30-30,49,True,1,6d,5b39f3b2b2f2f2b2b2b2b2b3f3b1s1f1b1r2d#,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,326,2,2,3,3,40-30,49,True,1,4b28f2b1s2b2s2b3f1f2b2b1s2b2s2b1s1f1b3b1w@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,327,2,2,4,3,0-0,50,True,2,6f2n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,328,2,2,4,3,15-0,50,True,2,4*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,329,2,2,4,3,30-0,50,True,2,4*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,330,2,2,4,3,40-0,50,True,2,4w,5f19*,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,331,2,2,4,3,40-15,50,True,2,4b19f2d#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,332,2,2,4,3,40-30,50,True,2,4f3d#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,333,2,2,4,4,0-0,51,True,1,6b29f1f2s2b1s3b3f2f2b2b1b2b2s3b1s3b3f2b1s3b3f1r2n#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,334,2,2,4,4,15-0,51,True,1,4b29b2f2f1f1b3s2f3*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,335,2,2,4,4,30-0,51,True,1,4f27b3b3f2f2b1f3f3b2r3b3f2f2b2s1s1f1s3d@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,336,2,2,4,4,30-15,51,True,1,6f2d#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,337,2,2,4,4,40-15,51,True,1,6b28f3b3f1f1s2b2b3b3r3n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,338,2,2,4,4,40-30,51,True,1,6f39w#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,339,2,2,5,4,0-0,52,True,2,6f29b3f3b2s2f1b1f1s1f3w@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,340,2,2,5,4,0-15,52,True,2,4n,6f19f2f1n@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,341,2,2,5,4,15-15,52,True,2,6n,5b28b1b2b3r3b3f3b2s2b1s1f1s2n@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,342,2,2,5,4,30-15,52,True,2,4d,6b28b2f2b1s1f2b3b3f2b2b2b1s1f1w@,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,343,2,2,5,4,30-30,52,True,2,4+b3z^3*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,344,2,2,5,4,40-30,52,True,2,4d,6f39b3f3b2b2b2s2b2s1f3f3b1s1f1b3b3f2b1s1f1s2b1s2y1i3b3*,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,345,2,2,5,5,0-0,53,True,1,4f28f3s1f1f3w@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,346,2,2,5,5,15-0,53,True,1,4b29b2f2s2b3f3b3f3b1s1f1s3d@,,6 minute rain delay- roof closed,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,347,2,2,5,5,15-15,53,True,1,5b18f1f1b1f3f2b3f3b2b2b2b1f1b1f2b1f1b3b3f1f3*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,348,2,2,5,5,15-30,53,True,1,5f28b2b3f3b3r3b3f2d@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,349,2,2,5,5,15-40,53,True,1,c6b27f1r1f1f1s1f1b2b2b3b3f2f1b2n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,350,2,2,5,6,0-0,54,True,2,6n,4b19f1f1f3r2b3r2b1s1f1s3b3f3n#,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,351,2,2,5,6,15-0,54,True,2,4f28b1b1f2f1f2f1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,352,2,2,5,6,15-15,54,True,2,4s17f1s2b1s1f1b3*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,353,2,2,5,6,15-30,54,True,2,5f29b1w@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,354,2,2,5,6,15-40,54,True,2,4b39b2f1f2b+3b2b-1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,355,2,2,6,6,0-0,55,True,1,6b29f;2s2f1f1b3*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,356,2,2,6,6,0-1,55,True,2,4*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,357,2,2,6,6,1-1,55,True,2,6d,4b29b3f3b3f3b1s1r2f1f1b3b3f2b2f3b1s1f3r3b3n@,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,358,2,2,6,6,2-1,55,True,1,4b39f2f3r2f+1b3z^3*,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,359,2,2,6,6,2-2,55,True,1,4f17b3m2j=+3b1k1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,360,2,2,6,6,2-3,55,True,2,c4d,6f1n@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,361,2,2,6,6,3-3,55,True,2,4d,4b39b2f3b2f2f3f3b3f3b2b2f1b3b3r3s1b3b2f3b3r3b3f3w@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,362,2,2,6,6,3-4,55,True,1,4b3x#,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,363,2,2,6,6,4-4,55,True,1,6w,5b29f3b1b2f1s2d@,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,364,2,2,6,6,5-4,55,True,2,4f2n#,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,365,2,2,6,6,6-4,55,True,2,4b28b2f3b1s2f1s1f1b1f1b1f2f1r2u1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,366,2,2,6,6,5-6,55,True,1,5n,4b27b2b2b3b2b1f1b3b3f3b2s2f1b2f3r2b2s1f1b1f1d@,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,367,2,2,6,6,6-6,55,True,1,6b29f1w@,,,2
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,368,2,2,6,6,7-6,55,True,2,6b28b+1s3z3f1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,369,2,2,6,6,7-7,55,True,2,6f37b3f3b2b3b2b2b1s1f1b1f1b3s2f1*,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,370,2,2,6,6,8-7,55,True,1,4b28b2f2b2b2s2b3f2b1b1f1b1f3r3b3f3b3x@,,,1
20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,371,2,2,6,6,9-7,55,True,1,6b2d#,,,1